id,severity_id,severity_name,count_detail,sla,product_type,brand,service_type,incident_type,open_datetime,close_datetime,response_datetime,resolved_datetime,updated_at,imported_at
304,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2022-02-28 10:12:00,2022-02-28 10:43:00,2022-02-28 10:12:00,2022-02-28 10:43:00,2022-04-11 15:08:15,2023-02-22 16:41:28.740783
1052,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,General Incident,2022-07-10 19:57:00,2022-07-11 09:49:00,2022-07-10 20:10:00,2022-07-11 09:49:00,2022-07-11 10:16:39,2023-02-22 16:41:28.740783
1067,2,Major,1,24x7 4Hrs Resolution Time,Storage,HPE,Request,Software,2022-07-10 09:35:00,2022-07-10 23:59:00,2022-07-10 10:00:00,2022-07-10 23:59:00,2022-07-12 11:43:10,2023-02-22 16:41:28.740783
2112,3,Minor,2,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2023-01-08 14:26:00,2023-01-10 22:00:00,2023-01-08 15:30:00,2023-01-09 23:04:00,2023-01-10 12:10:56,2023-02-22 16:41:28.740783
2089,4,Cosmatic,1,24x7 4Hrs Resolution Time,Storage,Oracle,Request,Report,2023-01-08 14:30:00,2023-01-08 19:30:00,2023-01-08 14:30:00,2023-01-08 19:30:00,2023-01-09 09:14:01,2023-02-22 16:41:28.740783
253,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2022-02-27 14:24:00,2022-02-27 18:02:00,2022-02-27 14:24:00,2022-02-27 18:02:00,2022-04-05 01:56:26,2023-02-22 16:41:28.740783
93,2,Major,1,24x7 4Hrs Response Time,Server,HPE,Incident,Network Card Failure,2022-02-27 02:00:00,2022-02-27 15:00:00,2022-02-27 02:30:00,2022-02-27 15:00:00,2022-04-02 23:59:19,2023-02-22 16:41:28.740783
91,2,Major,13,24x7 4Hrs Response Time,Storage,HPE,Incident,General Incident,2022-02-27 14:00:00,2022-11-01 12:10:00,2022-02-27 14:12:00,2022-11-01 12:10:00,2022-11-01 13:53:45,2023-02-22 16:41:28.740783
2241,2,Major,2,24x7 4Hrs Response Time,Server,HPE,Incident,Hard Disk Drive Failure,2023-02-01 06:40:00,2023-02-01 12:00:00,2023-02-01 07:00:00,2023-02-01 12:00:00,2023-02-02 13:31:09,2023-02-22 16:41:28.740783
2240,2,Major,2,9x5xNBD 4Hrs Response Time,Server,HPE,Incident,General Incident,2023-02-01 09:37:00,2023-02-02 16:16:00,2023-02-01 09:43:00,2023-02-02 16:16:00,2023-02-06 20:24:05,2023-02-22 16:41:28.740783
2245,3,Minor,2,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2023-02-01 16:50:00,2023-02-01 17:40:00,2023-02-01 16:54:00,2023-02-01 17:40:00,2023-02-06 15:18:31,2023-02-22 16:41:28.740783
2308,3,Minor,2,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2023-02-01 11:40:00,2023-02-02 11:00:00,2023-02-01 11:41:00,2023-02-02 11:00:00,2023-02-16 10:29:29,2023-02-22 16:41:28.740783
1376,2,Major,21,9x5xNBD 4Hrs Response Time,Server,HPE,Incident,General Incident,2022-08-31 12:11:00,2022-10-27 14:33:00,2022-08-31 12:20:00,2022-10-27 14:33:00,2022-10-27 15:26:10,2023-02-22 16:41:28.740783
1374,2,Major,3,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-08-31 09:42:00,2022-08-31 16:01:00,2022-08-31 09:50:00,2022-08-31 16:01:00,2022-08-31 17:03:33,2023-02-22 16:41:28.740783
1396,2,Major,1,24x7 4Hrs Resolution Time,Storage,HPE,Incident,Power Supply Failure,2022-08-31 11:02:00,2022-08-31 14:00:00,2022-08-31 11:30:00,2022-08-31 14:00:00,2022-09-06 09:18:36,2023-02-22 16:41:28.740783
1393,2,Major,1,24x7 4Hrs Resolution Time,Storage,Oracle,Incident,Hard Disk Drive Failure,2022-08-31 10:00:00,2022-09-01 13:00:00,2022-08-31 10:30:00,2022-09-01 13:00:00,2022-09-06 08:51:57,2023-02-22 16:41:28.740783
1391,3,Minor,23,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2022-08-31 17:50:00,2022-12-08 10:25:00,2022-08-31 18:47:00,2022-12-08 10:25:00,2023-01-16 10:26:20,2023-02-22 16:41:28.740783
1377,3,Minor,14,24x7 4Hrs Response Time,Storage,NetApp,Incident,General Incident,2022-08-31 17:12:00,2022-09-05 11:37:00,2022-08-31 17:22:00,2022-09-05 11:37:00,2022-09-05 11:44:03,2023-02-22 16:41:28.740783
1604,4,Cosmatic,1,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,2022-08-31 08:25:00,2022-08-31 17:00:00,2022-08-31 09:00:00,2022-08-31 17:00:00,2022-10-01 20:05:26,2023-02-22 16:41:28.740783
1378,4,Cosmatic,2,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,2022-08-31 19:38:00,2022-09-04 15:49:00,2022-08-31 19:50:00,2022-09-04 15:49:00,2022-10-10 20:12:11,2023-02-22 16:41:28.740783
2152,2,Major,1,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Network Cable Failure,2023-01-09 10:00:00,2023-01-10 15:00:00,2023-01-09 10:05:00,2023-01-10 10:10:00,2023-01-17 14:01:24,2023-02-22 16:41:28.740783
2101,2,Major,2,24x7 4Hrs Resolution Time,Software,Veeam,Incident,Software,2023-01-09 09:13:00,2023-02-06 09:12:00,2023-01-09 09:21:00,2023-01-09 10:14:00,2023-02-07 09:14:37,2023-02-22 16:41:28.740783
2095,2,Major,2,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,2023-01-09 12:17:00,2023-01-10 02:00:00,2023-01-09 13:34:00,2023-01-10 02:00:00,2023-01-10 09:16:19,2023-02-22 16:41:28.740783
2100,2,Major,3,24x7 6Hrs Response Time,Server,HPE,Incident,General Incident,2023-01-09 14:29:00,2023-01-10 23:00:00,2023-01-09 14:45:00,2023-01-10 23:00:00,2023-01-11 11:17:03,2023-02-22 16:41:28.740783
2116,3,Minor,3,24x7 4Hrs Resolution Time,Server,Oracle,Incident,CPU Failure,2023-01-09 09:00:00,2023-01-10 14:00:00,2023-01-09 09:10:00,2023-01-10 14:00:00,2023-01-11 10:03:49,2023-02-22 16:41:28.740783
2107,3,Minor,1,24x7 4Hrs Resolution Time,Access Point,Cisco,Incident,Configuration Change,2023-01-09 09:00:00,2023-01-09 12:00:00,2023-01-09 09:00:00,2023-01-09 12:00:00,2023-01-10 09:50:39,2023-02-22 16:41:28.740783
2172,3,Minor,2,24x7 4Hrs Resolution Time,Storage,NetApp,Incident,Hard Disk Drive Failure,2023-01-09 13:52:00,2023-01-10 23:16:00,2023-01-09 13:53:00,2023-01-10 23:00:00,2023-01-18 23:21:59,2023-02-22 16:41:28.740783
2102,3,Minor,2,24x7 4Hrs Response Time,Software,VMWare,Incident,Software,2023-01-09 14:52:00,2023-01-09 15:42:00,2023-01-09 15:12:00,2023-01-09 15:42:00,2023-01-09 16:15:42,2023-02-22 16:41:28.740783
2090,4,Cosmatic,17,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Request,Upgrade Software,2023-01-09 10:55:00,2023-02-18 08:01:00,2023-01-09 11:00:00,2023-02-18 01:00:00,2023-02-20 09:54:14,2023-02-22 16:41:28.740783
1147,2,Major,2,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-07-25 18:50:00,2022-07-26 00:00:00,2022-07-25 18:56:00,2022-07-26 00:00:00,2022-07-26 10:56:05,2023-02-22 16:41:28.740783
1145,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,General Incident,2022-07-25 13:31:00,2022-07-26 18:00:00,2022-07-25 13:39:00,2022-07-26 18:00:00,2022-11-01 15:41:50,2023-02-22 16:41:28.740783
1160,2,Major,1,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-07-25 11:20:00,2022-07-25 15:08:00,2022-07-25 11:20:00,2022-07-25 15:08:00,2022-07-26 13:20:30,2023-02-22 16:41:28.740783
1591,4,Cosmatic,1,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,2022-07-25 08:26:00,2022-07-25 17:00:00,2022-07-25 09:00:00,2022-07-25 17:00:00,2022-10-01 19:49:37,2023-02-22 16:41:28.740783
1152,4,Cosmatic,1,24x7 4Hrs Response Time,Software,VMWare,Request,General Incident,2022-07-25 12:34:00,2022-07-25 15:25:00,2022-07-25 13:17:00,2022-07-25 15:25:00,2022-10-10 20:09:56,2023-02-22 16:41:28.740783
1151,4,Cosmatic,1,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,2022-07-25 10:47:00,2022-07-25 11:33:00,2022-07-25 11:06:00,2022-07-25 11:33:00,2022-10-10 20:09:42,2023-02-22 16:41:28.740783
1150,4,Cosmatic,1,24x7 4Hrs Response Time,Storage,NetApp,Request,General Incident,2022-07-25 10:04:00,2022-07-25 11:22:00,2022-07-25 11:05:00,2022-07-25 11:22:00,2022-10-10 20:09:19,2023-02-22 16:41:28.740783
31,2,Major,1,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,General Incident,2022-03-20 23:16:00,2022-03-22 11:24:00,2022-03-20 23:45:00,2022-03-22 11:24:00,2022-03-28 21:34:34,2023-02-22 16:41:28.740783
259,2,Major,2,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,General Incident,2022-03-20 23:16:00,2022-03-22 23:24:00,2022-03-20 23:45:00,2022-03-22 11:24:00,2022-04-05 09:00:58,2023-02-22 16:41:28.740783
315,2,Major,2,24x7 6Hrs Resolution Time,Storage,NetApp,Incident,General Incident,2022-03-20 23:16:00,2022-03-22 23:24:00,2022-03-20 23:45:00,2022-03-22 23:24:00,2022-04-11 15:53:13,2023-02-22 16:41:28.740783
920,4,Cosmatic,2,24x7 4Hrs Response Time,Storage,NetApp,Request,Upgrade Software,2022-06-04 16:32:00,2022-06-05 08:00:00,2022-06-04 17:00:00,2022-06-04 17:00:00,2022-06-14 11:03:30,2023-02-22 16:41:28.740783
860,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Incident,Software,2022-06-04 12:00:00,2022-06-04 23:59:00,2022-06-04 14:00:00,2022-06-04 23:59:00,2022-06-06 19:24:51,2023-02-22 16:41:28.740783
1895,2,Major,1,24x7 4Hrs Response Time,Software,VMWare,Incident,General Incident,2022-10-22 17:43:00,2022-10-23 06:00:00,2022-10-22 18:00:00,2022-10-23 06:00:00,2022-11-23 08:05:24,2023-02-22 16:41:28.740783
1720,2,Major,1,24x7 4Hrs Resolution Time,Firewall,Palo Alto,Incident,General Incident,2022-10-22 08:05:00,2022-10-22 08:18:00,2022-10-22 08:07:00,2022-10-22 08:07:00,2022-10-26 08:53:36,2023-02-22 16:41:28.740783
1802,4,Cosmatic,1,24x7 6Hrs Resolution Time,Storage,YIP,Request,General Incident,2022-10-22 08:00:00,2022-10-22 23:59:00,2022-10-22 08:00:00,2022-10-22 23:59:00,2022-11-09 16:41:39,2023-02-22 16:41:28.740783
63,3,Minor,1,24x7 6Hrs Resolution Time,Software,VMWare,Incident,General Incident,2022-02-02 11:11:00,2022-02-02 14:18:00,2022-02-02 11:15:00,2022-02-02 14:18:00,2022-03-31 19:22:13,2023-02-22 16:41:28.740783
226,2,Major,1,24x7 6Hrs Response Time,Switch,HPE,Incident,General Incident,2022-02-02 21:42:00,2022-02-04 00:00:00,2022-02-02 22:15:00,2022-02-03 21:00:00,2022-04-04 17:00:37,2023-02-22 16:41:28.740783
286,2,Major,0,24x7 4Hrs Resolution Time,Hardware,Oracle,Incident,Power Supply Failure,2022-02-02 13:00:00,2022-02-02 16:00:00,2022-02-02 13:00:00,2022-02-02 16:00:00,2022-04-05 14:00:51,2023-02-22 16:41:28.740783
443,2,Major,1,24x7 4Hrs Resolution Time,Software,Veeam,Incident,Software,2022-02-02 14:56:00,2022-02-03 13:00:00,2022-02-02 15:05:00,2022-02-03 13:00:00,2022-04-27 12:34:11,2023-02-22 16:41:28.740783
1191,2,Major,2,24x7 4Hrs Response Time,Server,HPE,Incident,Hard Disk Drive Failure,2022-07-30 15:00:00,2022-07-30 22:00:00,2022-07-30 15:30:00,2022-07-30 22:00:00,2022-08-08 22:41:32,2023-02-22 16:41:28.740783
1214,2,Major,1,24x7 4Hrs Resolution Time,Server,HPE,Request,Software,2022-07-30 16:20:00,2022-07-30 23:59:00,2022-07-30 18:00:00,2022-07-30 23:59:00,2022-08-02 11:35:41,2023-02-22 16:41:28.740783
